MLN_MID,IMDbMovieID,MovieName,MovieYear,MovieRating,MovieGenreList
229,tt0087968,Racing with the Moon,1984,6.80,"Comedy,Drama,Romance"
230,tt0087983,Reckless,1984,6.20,"Comedy,Drama,Romance"
231,tt0087985,Red Dawn,1984,6.40,"Action,Drama"
232,tt0088007,The River,1984,6.30,Drama
233,tt0088008,Roadhouse 66,1984,5.30,"Action,Comedy,Romance"
234,tt0088011,Romancing the Stone,1984,6.90,"Action,Adventure,Comedy"
235,tt0088038,The Blood of Others,1984,5.30,"Drama,History,Romance"
236,tt0088128,Sixteen Candles,1984,7.10,"Comedy,Romance"
237,tt0088161,Splash,1984,6.20,"Comedy,Fantasy,Romance"
238,tt0088194,Streets of Fire,1984,6.70,"Action,Crime,Drama"
239,tt0088247,The Terminator,1984,8.00,"Action,Sci-Fi"
240,tt0088286,Top Secret!,1984,7.20,Comedy
241,tt0088326,Unfaithfully Yours,1984,6.00,"Comedy,Music,Romance"
242,tt0088407,Winter Flight,1984,7.40,"Drama,Romance"
243,tt0088443,Los zancos,1984,6.80,Drama
244,tt0089909,Return to Waterloo,1984,7.10,"Drama,Musical"
245,tt0090192,Trancers,1984,6.10,"Action,Sci-Fi"
246,tt0215568,Billions for Boris,1984,6.20,Comedy
247,tt0087231,The Falcon and the Snowman,1985,6.80,"Biography,Crime,Drama"
248,tt0087909,Phenomena,1985,6.90,"Horror,Mystery"
249,tt0088195,Streetwalkin',1985,5.90,"Action,Drama,Thriller"
250,tt0088354,Family Life,1985,7.10,Drama
251,tt0088382,The Way It Is,1985,5.80,\N
252,tt0088645,1918,1985,6.30,Drama
253,tt0088701,Always,1985,5.70,"Drama,Romance"
254,tt0088707,American Flyers,1985,6.40,"Drama,Sport"
255,tt0088714,L'amour braque,1985,6.30,"Comedy,Drama,Romance"
256,tt0088763,Back to the Future,1985,8.50,"Adventure,Comedy,Sci-Fi"
257,tt0088794,Better Off Dead...,1985,7.20,"Comedy,Romance"
258,tt0088847,The Breakfast Club,1985,7.90,"Comedy,Drama"
259,tt0088889,Cat's Eye,1985,6.30,"Comedy,Horror,Thriller"
260,tt0088895,Certain Fury,1985,5.30,"Action,Drama"
261,tt0088939,The Color Purple,1985,7.80,Drama
262,tt0088954,La corte de Fara??n,1985,6.50,"Comedy,Musical"
263,tt0088960,Creator,1985,6.20,"Comedy,Romance,Sci-Fi"
264,tt0089092,Enemy Mine,1985,6.90,"Action,Adventure,Drama"
265,tt0089114,Explorers,1985,6.60,"Adventure,Comedy,Family"
266,tt0089126,Fandango,1985,6.70,"Comedy,Drama"
267,tt0089153,Flesh + Blood,1985,6.70,"Adventure,Drama"
268,tt0089218,The Goonies,1985,7.80,"Adventure,Comedy,Family"
269,tt0089222,Gotcha!,1985,6.20,"Action,Comedy,Mystery"
270,tt0089256,Harem,1985,4.70,Drama
271,tt0089346,Into the Night,1985,6.50,"Comedy,Drama,Thriller"
272,tt0089366,Hail Mary,1985,6.70,Drama
273,tt0089370,The Jewel of the Nile,1985,6.10,"Action,Adventure,Comedy"
274,tt0089374,Police Story,1985,7.60,"Action,Comedy,Crime"
275,tt0089385,The Journey of Natty Gann,1985,7.00,"Adventure,Family"
276,tt0089421,King Solomon's Mines,1985,5.20,"Action,Adventure,Comedy"
277,tt0089457,Ladyhawke,1985,7.00,"Adventure,Comedy,Drama"
278,tt0089469,Legend,1985,6.50,"Adventure,Fantasy,Romance"
279,tt0089530,Mad Max Beyond Thunderdome,1985,6.30,"Action,Adventure,Sci-Fi"
280,tt0089543,The Man with One Red Shoe,1985,5.70,"Comedy,Thriller"
281,tt0089555,Marie,1985,6.70,Drama
282,tt0089679,The New Kids,1985,6.00,"Drama,Horror,Thriller"
283,tt0089730,Once Bitten,1985,5.50,"Comedy,Horror"
284,tt0089798,Perfect,1985,4.30,"Drama,Romance"
285,tt0089821,Police,1985,6.60,"Crime,Drama,Romance"
286,tt0089839,Private Resort,1985,5.20,Comedy
287,tt0089841,Prizzi's Honor,1985,6.80,"Comedy,Crime,Drama"
288,tt0089847,The Protector,1985,5.70,"Action,Crime,Thriller"
289,tt0089853,The Purple Rose of Cairo,1985,7.70,"Comedy,Fantasy,Romance"
290,tt0089886,Real Genius,1985,7.00,"Comedy,Romance,Sci-Fi"
291,tt0089888,Rebel,1985,4.70,Drama
292,tt0089902,Rendez-vous,1985,6.70,"Drama,Romance"
293,tt0089908,Return to Oz,1985,6.80,"Adventure,Family,Fantasy"
294,tt0089913,Revolution,1985,5.20,"Adventure,Drama,History"
295,tt0089946,R??quiem por un campesino espa??ol,1985,6.40,\N
296,tt0089997,Seven Minutes in Heaven,1985,6.20,"Comedy,Drama,Romance"
297,tt0090022,Silverado,1985,7.20,"Action,Crime,Drama"
298,tt0090037,Smooth Talk,1985,6.30,"Drama,Romance,Thriller"
299,tt0090060,St. Elmo's Fire,1985,6.40,"Drama,Romance"
300,tt0090095,Subway,1985,6.60,Thriller
301,tt0090103,The Sure Thing,1985,7.00,"Comedy,Drama,Romance"
302,tt0090130,Target,1985,6.00,"Action,Adventure,Crime"
303,tt0090142,Teen Wolf,1985,6.00,"Comedy,Fantasy"
304,tt0090180,To Live and Die in L.A.,1985,7.30,"Action,Crime,Drama"
305,tt0090213,Tuff Turf,1985,6.20,"Action,Drama"
306,tt0090217,Turk 182!,1985,5.90,"Action,Comedy,Drama"
307,tt0090270,Vision Quest,1985,6.50,"Drama,Romance,Sport"
308,tt0090274,Volunteers,1985,5.50,Comedy
309,tt0090293,Warning Sign,1985,6.20,"Drama,Sci-Fi,Thriller"
310,tt0090305,Weird Science,1985,6.60,"Comedy,Romance,Sci-Fi"
311,tt0090770,The Boys Next Door,1985,6.50,"Crime,Drama,Thriller"
312,tt0091427,Heart of a Dragon,1985,6.50,"Action,Comedy,Crime"
313,tt0091513,My Letter to George,1985,4.90,Drama
314,tt0091578,My Beautiful Laundrette,1985,6.90,"Comedy,Drama,Romance"
315,tt0091867,A Room with a View,1985,7.40,"Drama,Romance"
316,tt0092048,Tampopo,1985,7.90,Comedy
317,tt0223844,One Step Away,1985,5.40,Crime
318,tt0382777,Kekkon annai misuter??,1985,5.70,Mystery
319,tt0089613,My Brother-in-law Killed My Sister,1986,4.50,"Comedy,Thriller"
320,tt0089695,"No Retreat, No Surrender",1986,5.60,"Action,Comedy,Crime"
321,tt0090583,About Last Night...,1986,6.20,"Comedy,Drama,Romance"
322,tt0090660,Armed and Dangerous,1986,5.60,"Action,Comedy,Crime"
323,tt0090670,At Close Range,1986,7.00,"Crime,Drama"
324,tt0090735,Black Moon Rising,1986,5.40,"Action,Thriller"
325,tt0090756,Blue Velvet,1986,7.80,"Drama,Mystery,Thriller"
326,tt0090769,The Boy in Blue,1986,5.40,"Biography,Drama,Sport"
327,tt0090798,Caravaggio,1986,6.70,"Biography,Drama,History"
328,tt0090830,Children of a Lesser God,1986,7.20,"Drama,Romance"
329,tt0090848,The Clan of the Cave Bear,1986,5.40,"Adventure,Drama,Fantasy"
330,tt0090863,The Color of Money,1986,7.00,"Drama,Sport"
331,tt0090933,Descent Into Hell,1986,5.40,"Crime,Drama,Thriller"
332,tt0090997,The Education of Allison Tate,1986,6.00,Drama
333,tt0090998,Egomania - Insel ohne Hoffnung,1986,6.40,Drama
334,tt0091019,Every Time We Say Goodbye,1986,5.90,"Drama,Romance,War"
335,tt0091042,Ferris Bueller's Day Off,1986,7.80,Comedy
336,tt0091053,Fire with Fire,1986,6.60,"Drama,Romance"
337,tt0091064,The Fly,1986,7.50,"Drama,Horror,Sci-Fi"
338,tt0091065,Flying,1986,5.50,"Drama,Romance,Sport"
339,tt0091067,For Love Alone,1986,6.10,"History,Romance"
340,tt0091129,The Golden Child,1986,5.90,"Action,Adventure,Comedy"
341,tt0091188,Heartburn,1986,6.00,"Comedy,Drama"
342,tt0091209,The Hitcher,1986,7.30,Thriller
343,tt0091225,Howard the Duck,1986,4.60,"Action,Adventure,Comedy"
344,tt0091306,Jumpin' Jack Flash,1986,5.80,"Comedy,Romance,Thriller"
345,tt0091325,Kangaroo,1986,6.70,Drama
346,tt0091344,King Kong Lives,1986,3.80,"Action,Adventure"
347,tt0091369,Labyrinth,1986,7.40,"Adventure,Family,Fantasy"
348,tt0091374,Lady Jane,1986,7.20,"Biography,Drama,History"
349,tt0091396,Legal Eagles,1986,5.90,"Comedy,Crime,Romance"
350,tt0091415,Link,1986,5.90,Horror
351,tt0091431,Armour of God,1986,7.10,"Action,Adventure,Comedy"
352,tt0091445,Lucas,1986,6.80,"Comedy,Drama,Romance"
353,tt0091495,Matador,1986,7.00,"Drama,Thriller"
354,tt0091497,Mauvais Sang,1986,7.30,"Crime,Drama,Romance"
355,tt0091534,Modern Girls,1986,5.90,Comedy
356,tt0091541,The Money Pit,1986,6.30,Comedy
357,tt0091557,The Mosquito Coast,1986,6.60,"Adventure,Drama,Thriller"
358,tt0091607,Martial Arts of Shaolin,1986,6.70,"Action,Drama"
359,tt0091613,Native Son,1986,5.90,"Drama,Romance"
360,tt0091638,No Picnic,1986,7.70,Drama
361,tt0091653,Nothing in Common,1986,5.90,"Comedy,Drama,Romance"
362,tt0091680,One Crazy Summer,1986,6.40,"Comedy,Romance"
363,tt0091725,Parting Glances,1986,7.70,"Drama,Music,Romance"
364,tt0091738,Peggy Sue Got Married,1986,6.30,"Comedy,Drama,Fantasy"
365,tt0091763,Platoon,1986,8.10,"Drama,War"
366,tt0091790,Pretty in Pink,1986,6.80,"Comedy,Drama,Romance"
367,tt0091805,Puzzle,1986,6.00,"Action,Crime,Thriller"
368,tt0091814,Quicksilver,1986,5.60,"Crime,Drama,Thriller"
369,tt0091860,River's Edge,1986,7.10,"Crime,Drama"
370,tt0091934,Shanghai Surprise,1986,3.10,"Adventure,Crime,Drama"
371,tt0091983,Something Wild,1986,6.90,"Comedy,Crime,Romance"
372,tt0092005,Stand by Me,1986,8.10,"Adventure,Drama"
373,tt0092022,Streets of Gold,1986,6.00,"Drama,Sport"
374,tt0092035,Sweet Liberty,1986,5.70,Comedy
375,tt0092067,Castle in the Sky,1986,8.10,"Adventure,Animation,Family"
376,tt0092085,Thrashin',1986,6.60,"Action,Drama,Romance"
377,tt0092099,Top Gun,1986,6.90,"Action,Drama,Romance"
378,tt0092128,The Sea and Poison,1986,7.50,Drama
379,tt0092133,Under the Cherry Moon,1986,4.90,"Comedy,Drama,Music"
380,tt0092220,Windrider,1986,5.10,"Drama,Romance"
381,tt0092240,The Wraith,1986,5.90,"Action,Horror,Romance"
382,tt0092272,Youngblood,1986,6.10,"Drama,Romance,Sport"
383,tt0092534,Allan Quatermain and the Lost City of Gold,1986,4.40,"Action,Adventure,Comedy"
384,tt0092654,The Big Easy,1986,6.60,"Comedy,Crime,Drama"
385,tt0096507,Born to Defense,1986,5.70,"Action,War"
386,tt0099763,Henry: Portrait of a Serial Killer,1986,7.00,"Biography,Crime,Drama"
387,tt0213653,Film House Fever,1986,6.10,"Comedy,Horror"
388,tt0084460,P.K. and the Kid,1987,5.20,Drama
389,tt0090668,As?? como hab??an sido,1987,5.90,\N
390,tt0090738,Black Widow,1987,6.30,"Crime,Drama,Thriller"
391,tt0090882,Crazy Moon,1987,6.60,"Comedy,Drama,Romance"
392,tt0091468,Man Outside,1987,6.50,"Drama,Thriller"
393,tt0091491,Maschenka,1987,6.90,"Drama,Romance"
394,tt0091789,Pretty Smart,1987,5.00,"Comedy,Drama"
395,tt0092225,Wisdom,1987,5.70,"Crime,Drama"
396,tt0092501,Project A 2,1987,7.20,"Action,Comedy,Crime"
397,tt0092513,Adventures in Babysitting,1987,6.90,"Action,Adventure,Comedy"
398,tt0092545,Amazing Grace and Chuck,1987,5.90,"Drama,Sport"
399,tt0092546,Amazon Women on the Moon,1987,6.20,"Comedy,Sci-Fi"
400,tt0092644,Beverly Hills Cop II,1987,6.50,"Action,Comedy,Crime"
401,tt0092656,The Big Town,1987,5.90,"Drama,Romance,Thriller"
402,tt0092662,The Bit Part,1987,6.40,Comedy
403,tt0092666,Blind Date,1987,5.90,"Comedy,Romance"
404,tt0092699,Broadcast News,1987,7.20,"Comedy,Drama,Romance"
405,tt0092710,Burglar,1987,5.00,"Comedy,Crime"
406,tt0092746,Cherry 2000,1987,5.40,"Action,Adventure,Comedy"
407,tt0092767,Cold Steel,1987,4.60,"Action,Thriller"
